city,bucket,doc,n_articles,sent_mean,cue_sum
Al-Shati,2024-02-01,"day 141 : 92 killed in gaza in past 24 hours gazans fear israeli advance on rafah would end in massacres gazans fear israeli advance on rafah would end in massacres gazans fear israeli advance on rafah city - manila standard gazans fear israeli advance on rafah would end in massacres israel suffocating occupation – part iv trapped gazans fear massacres if israel advances on rafah iran update , january 31 , 2024 living among the dead : gaza families seek shelter in cemetery - 2024 - 02 - 06 forced to live among the dead : displaced gazans seek shelter in cemetery piling rubble , waste deepen health risks in israel - besieged gaza iran update , february 7 , 2024 live updates : the latest on the israel - hamas news opinion | journalism is not a crime live updates : the latest on the israel - hamas news netanyahu says war must not end until hamas leadership dies living among the dead : gaza families seek shelter in cemetery living among the dead : gaza families seek shelter in cemetery edible plants , poetry and english lessons : a mother day in a gaza tent operation al - aqsa flood day 142 : un experts call for immediate arms embargo on israel – mondoweiss iran update , february 5 , 2024 | institute for the study of war iran update , february 25 , 2024 iran update , february 25 , 2024 | institute for the study of war the uae is evacuating injured children from gaza for treatment rafah airstrikes : israeli attacks kill more than 100 in rafah as international alarm mounts over anticipated ground offensive iran update , february 15 , 2024 | institute for the study of war israeli airstrikes kill more than 100 in rafah as international alarm mounts over anticipated ground offensive operation iron swords ( updated to 1 p . m ., february 11 , 2024 ) - the meir amit intelligence and terrorism information center operation iron swords ( updated to 1 p . m ., february 6 , 2024 ) - the meir amit intelligence and terrorism information center israeli airstrikes kill more than 100 in rafah as international alarm mounts over anticipated ground offensive",30,-0.41763333333333336,0
Al-Shati,2024-03-01,"israeli aggression continues in gaza : new massacre in deir al - balah leaves dozens dead and injured aid drops kill , injure several in gaza city as parachutes fail to deploy the situation is so desperate . aid is a sticking plaster – the irish times israel shifa raid shows its grip is slipping as a forever war looms | hamas dozens of martyrs in continuous israeli massacres across gaza strip gaza : 62 palestinians killed , 91 injured by israeli strikes last 24 hrs - the muslim news press tvs news headlines plans to get aid into gaza by sea gain pace as airdrop mishap kills five at least 12 palestinians drown trying to retrieve aid parcels dropped into the sea worse than hell : gazans caught in al - shifa hospital raid worse than hell : gazans caught in al - shifa hospital raid worse than hell : gazans caught in al - shifa hospital raid worse than hell : gazans caught in al - shifa hospital raid efforts for gaza aid by sea as airdrop mishap kills five worse than hell : gazans caught in al - shifa hospital raid worse than hell : gazans caught in al - shifa hospital raid inside a u . s . airdrop mission to rush food into gaza iran update , march 24 , 2024 death at any moment : fights break out as gazans compete over airdropped aid | israel - gaza war death at any moment : fights break out as gazans compete over airdropped aid mishap in gaza as airdropped aid packages kills five children ; plans to get aid to area by sea gain pace plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five eu says gaza to get aid by sea as airdrop ends in deaths joe biden : inventing new ways to kill americans plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five eu says gaza to get aid by sea as airdrop ends in deaths the new plan for gaza : deliver aid by sea plans to get aid into gaza by sea gain pace as airdrop mishap kills five eu says gaza to get aid by sea as airdrop ends in deaths plans to get aid into gaza by sea gain pace as airdrop mishap kills five at least 12 palestinians drown trying to retrieve aid parcels dropped into the sea at least 12 palestinians drown trying to retrieve aid parcels dropped into the sea iran update , march 24 , 2024 | institute for the study of war gaza aid airdrop kills 5 after apparent parachute malfunction : reports eu says gaza to get aid by sea as airdrop ends in deaths at least 12 palestinians drown trying to retrieve aid parcels dropped into sea gaza airdrop ends in deaths for five palestinian refugees ; 10 injured eu says gaza to get aid by sea as airdrop ends in deaths plans to get aid into gaza by sea gain pace as airdrop mishap kills five - war on gaza - war on gaza press briefing by idf spokesperson , rear admiral daniel hagari , march 21 , 2024 war on gaza : palestinian fishermen are risking their lives to feed starving gaza us secretly sending more bombs to israel wapo return to shifa iran update , march 22 , 2024 palestinians drown trying to retrieve aid parcels – caribbean broadcasting corporation aid packages are again parachuted into gaza just hours after five civilians were killed by airdropped parcels - as ship laden with food prepares to depart from cyprus plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five plans to get aid into gaza by sea gain pace as airdrop mishap kills five eu says gaza to get aid by sea as airdrop ends in deaths israel targeting of photojournalists is fatal operation iron swords at least 12 palestinians drown trying to retrieve aid parcels dropped into the sea gaza : 81 palestinians killed , 116 injured by israeli forces past 24 hours - the muslim news iran update , march 22 , 2024 | institute for the study of war gaza : 82 palestinians killed , 122 injured by israeli bombing in last 24 hours - the muslim news operation iron swords desperation and death surround an aid delivery in northern gaza latest articles operation iron swords",68,-0.3310470588235294,0
Al-Shati,2024-04-01,"three sons of hamas leader haniyeh killed in israeli airstrike watch | moment top hamas leader finds out sons killed in israeli air strike day 202 of genocide : civilians killed by israeli forces in gaza | world watch | moment top hamas leader finds out sons killed in israeli air strike hamas terror chief thanked god for the honour of his children martyrdom gaza : 71 palestinians killed , 106 injured by israeli bombardments , last 24 hrs - the muslim news pas condoles hamas leader who lost sons , grandchildren in airstrike casualties reported in israeli airstrikes on homes in gaza city live updates : israel - hamas war , iran attack fears , gaza eid celebrations ruined live updates : israel - hamas war , iran attack fears , gaza eid celebrations ruined muttaqi condemns israeli strikes , expresses solidarity with hamas muttaqi condemns israeli strikes , expresses solidarity with hamas day 196 update : 5 palestinian toddlers among 42 killed friday gaza : 42 palestinians killed , 63 injured by israeli bombings last 24hrs - the muslim news three sons of hamas leader killed in air strike - indiawest journal news israel plans to flood gaza with aid , defense minister says 3 sons of hamas leader haniyeh killed in israeli airstrike israeli air strike kills three sons of hamas leader hamas leader ismail haniyeh three sons killed in israeli air strike three sons of hamas leader ismail haniyeh killed in israeli airstrike israeli airstrikes in gaza kill 9 , unicef calls for cease - fire hamas leader granddaughter succumbs to injuries from israeli strike on 1st day of eid - al - fitr israeli airstrike claims lives of hamas leader sons and grandsons - novinite . com israeli officials pessimistic over gaza cease - fire deal with hamas : report three sons of hamas leader haniyeh killed in israeli airstrike three sons of hamas chief killed in israeli airstrike , israel says they were terrorists - global news network liberia three sons of hamas leader haniyeh killed in israeli airstrike hamas leader ismail haniyeh three sons killed in israeli air strike | morungexpress three sons of hamas leader haniyeh killed in israeli airstrike unicef worker whose convoy came under fire says the incident shows how dangerous it is operating in gaza ismail haniyeh sons were involved with hamas military wing , says idf three sons of hamas leader haniyeh killed in israeli airstrike - world news ismail haniyeh sons were involved with hamas military wing , says idf hamas leader haniyeh tells al jazeera three sons killed in gaza strike three sons of hamas chief killed in israeli airstrike , israel says they were terrorists three sons of hamas leader haniyeh killed in israeli airstrike - world three sons of hamas leader haniyeh killed in israeli airstrike ismail haniyeh sons were involved with hamas military wing , says idf | morungexpress israel - hamas war | three sons of hamas leader haniyeh killed in israeli airstrike gaza conflict : 3 sons , 2 grandchildren of hamas chief killed in israeli airstrike hamas chief three sons and two grandchildren killed in israeli airstrike on car three sons of hamas leader haniyeh killed in israeli airstrike three sons of hamas leader ismail haniyeh martyred in israeli airstrike three sons of hamas leader ismail haniyeh killed by israeli air strike near gaza city three sons of hamas leader haniyeh killed in israeli airstrike three sons of hamas leader killed in israeli strike hamas leader says three sons killed in gaza strike hamas leader says three sons killed in gaza strike 3 sons , 2 grandchildren of hamas chief ismail haniyeh killed in israeli airstrike on car amid gaza war erdogan extends condolences to hamas leader over death of family members in israeli strike three sons of hamas leader haniyeh killed in israeli airstrike [ guest essay ] at only 26 , ive seen 4 wars in my home of gaza sons , grandchildren of hamas chief haniyeh killed in israeli strike three sons of hamas leader haniyeh killed in israeli airstrike three sons of hamas leader haniyeh killed in israeli airstrike three sons , 4 grandchildren of hamas leader haniyeh killed in israeli airstrike hamas leader haniyeh three sons , four grandchildren killed in israeli airstrike on eid day sons , grandchildren of hamas chief haniyeh killed in israeli strike hamas leader ismail haniyeh 3 sons killed in israeli raid - xinhua 3 sons , 2 grandchildren of hamas chief killed in israeli raid 3 sons , 2 grandchildren of hamas leader ismail haniyeh killed in israeli airstrike | indiablooms - first portal on digital news management three sons of hamas leader ismail haniyeh killed in israeli airstrike israeli strike kills hamas leader haniyeh sons in gaza israeli air strike kills three sons of hamas leader israeli air strike kills three sons of hamas leader israeli air strike kills three sons of hamas leader israeli air strike kills three sons of hamas leader israeli air strike kills three sons of hamas leader israeli air strike kills three sons of hamas leader three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike israeli airstrike kills hamas leader sons , grandchildren three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike three sons of hamas political bureau chief die in israeli aistrike hezbollah offers condolences to haniyeh on martyrdom of sons , grandsons israeli strike kills hamas leader haniyeh sons in gaza hamas chief ismail haniyeh 3 sons killed in israeli air strike on gaza – middle east monitor hezbollah leader conveys condolences to hamas chief ismail haniyeh on martyrdom of his sons , grandchildren israel - gaza war : hamas leader ismail haniyeh says three sons killed in air strike zionist regime speeded up collapse by killing hama leaders sons , grandchildren : iran fm iran update , april 10 , 2024 israeli strike kills hamas leader haniyeh sons in gaza three sons of hamas leader killed by israeli drone attack in gaza operation al - aqsa flood day 178 : israel withdraws from al - shifa hospital , leaving evidence of a massacre in its wake – mondoweiss 3 sons and 4 grandchildren of hamas leader killed in gaza air strike ismail haniyeh : israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter ismail haniyeh : israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter gaza : 37 palestinians killed , 68 injured by israeli bombings last 24hrs israel - gaza war : hamas leader ismail haniyeh says three sons killed in air strike idf confirms ismail haniyeh sons were with hamas military wing , gaza : 87 palestinians killed , 300 injured by israeli bombings last 48hrs - the muslim news israeli drone attack in gaza kills three sons of hamas leader israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter son of top hamas leader is shot and killed by the israeli army in his car during gun fight on the west bank xinhua middle east news summary at 2200 gmt , april 10 israel on alert after iranian threat as gaza war grinds on gaza : 37 palestinians killed , 68 injured by israeli bombings last 24hrs - the muslim news israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter iran update , april 10 , 2024 | institute for the study of war israeli airstrike in gaza killed three sons of hamas leader israel steps up its counter - revolutionary war on hamas ! - workers revolutionary party us stocks and bonds tumbled , while the dollar and yields surged after hot cpi data dampened rate cut hopes - newsquawk asia - pac market open three sons of hamas leader killed in israeli strike three sons of hamas leader killed in israeli strike three sons of hamas leader killed in israeli strike wapo : u . s . secretly sending more bombs to israel as i see it : is it justified ? as i see it : is it justified ? haniyeh says hamas wont back down on its goals after israeli murder of his sons operation iron swords new york times to journalists : what you cant say on gaza war israeli airstrike kills three sons of hamas political leader in gaza as ceasefire talks stutter we are steadfast in our principles , says ismail haniyeh after israel kills his 3 sons , 4 grandchildren | coastaldigest . com operation iron swords iran - israel tensions threatens to draw in us amid gaza war - as it happened - war on gaza - war on gaza israeli strike kills 3 sons and grandchildren of hamas leader haniyeh in gaza – ya libnan breakout of fever between israel and iran , war rages in gaza latest articles",126,-0.54905873015873,39
Ashrafieh,2024-02-01,« زي النهاردة » | 23 فبراير يوم الانقلابات والتفجيرات الانتحارية .. احتجاب « الرسالة » أشهر مجلة أدبية في مصر والوطن العربي بعد 20 عامًا من التثقيف والوعي .. وانقلابات عسكرية في سوريا وإسبانيا اعتذار للسيدة ماجدة الرومي ! قتلى وجرحى بينهم ضابط من فرع الأمن العسكري في استهدافين متعاقبين في درعا ومقتل 15 مدنياً في حوادث متفرقة في سوريا هل أخفى سوريون الدراجة التي لبطها العنصر في حرس بلدية بيروت ؟ الفرنسيون يقرأون سمير جعجع مستقبل لبنان حدث في مثل هذا اليوم .. الخامس من شُباط,6,0.0,0
Ashrafieh,2024-03-01,الوكالة الوطنية للإعلام - وحدة الطوارئ في كاريتاس لبنان برفقة رئيس الرابطة هنأت رئيس الأركان الجديد شارع المعز .. أكبر متحف مفتوح للآثار الإسلامية | صحيفة العدالة العراقية,2,0.0,0
Ashrafieh,2024-04-01,الوكالة الوطنية للإعلام - الجبهة المسيحية رحبت بدعوة القوات لمؤتمر وطني : وحدة المعارضة أساس الخلاص tayyar . org - هجوم مسلح يخترق شوارع بيروت ويُرسم صورة الرعب في الأشرفية جريمة مروّعة تهزّ الأشرفيّة ... | lebanonfiles tayyar . org - ترزيان معلقاً على جريمة الأشرفية : نطالب بإعادة نشر فوج حرس مدينة بيروت في الأحياء للسهر على أمن المواطنين الوكالة الوطنية للإعلام - ترزيان : أمننا مهتز وعلى القوى الأمنية تحمل مسؤوليتها في الأمن والأمن الإستباقي غضب يتفجر ضد السوريين في لبنان .. ومناشير في الأشرفية والزوق الكتائب : نحذر من تحويل بيروت منبراَ للمنظمات الارهابية,7,0.0,0
Bakirkoy,2024-02-01,fratricidal jihad : assessing the central asian iskp attacks on turkey,1,-0.4404,0
Bakirkoy,2024-04-01,qətldə mühakimə olunan tarkanın əmisioğlu ilə bağlı qərar,1,0.0,0
Beach Camp,2024-02-01,"day 141 : 92 killed in gaza in past 24 hours piling rubble , waste deepen health risks in israel - besieged gaza operation iron swords israel suffocating occupation – part iv irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again tuisk on ... seitsmendat päeva irish - palestinian man stuck in rafah tells of fear of never seeing family again laois nationalist irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again irish - palestinian man stuck in rafah tells of fear of never seeing family again",14,-0.5001428571428571,0
Beach Camp,2024-03-01,"lloyd austin testifies it is common to go day without speaking to biden israeli forces kill 20 gunmen in raid at gaza al shifa hospital , army says return of the terrorist . the crimes of ariel sharon yhdysvallat vie gazan tulitaukoesityksensä turvaneuvoston nestykseen huomenna",4,-0.3454,0
Beach Camp,2024-04-01,"la guerra en gaza cumple 200 días con casi 34 . 200 muertos la guerra en gaza cumple 200 días con casi 34 . 200 muertos la guerra en gaza cumple 200 días con casi 34 . 200 muertos la guerra en gaza cumple 200 días con casi 34 . 200 muertos doscientos días de guerra en gaza dejan 34 . 183 muertos y continuos bombardeos 34 , 200 muertos en la guerra en gaza doscientos días de guerra en gaza dejan cerca de 34 . 200 muertos y continuos bombardeos al menos 34 . 200 muertos en 200 días de guerra en gaza , donde la ofensiva israelí continúa 200 días de guerra en gaza dejan cerca de 34 200 muertos y continuos bombardeos la ofensiva israelí en gaza cumple 200 días | noticias el día de valladolid recientes ataques de israel han matado mujeres y niños gaza live blog : israeli army storms central gaza | israel fears iran retaliation | smotrich : invade rafah - day 188 israel says rafah assault looms ; massive gaza airstrikes end weeks of relative calm israel says rafah assault looms ; massive gaza airstrikes end weeks of relative calm three sons of hamas leader ismail haniyeh martyred in israeli airstrike gaza : 71 palestinians killed , 106 injured by israeli bombardments , last 24 hrs - the muslim news המבצע במרכז הרצועה צפוי להימשך מספר ימים ; כוחות צה ל טרם נתקלו בהתנגדות hezbollah offers condolences to haniyeh on martyrdom of sons , grandsons unicef worker whose convoy came under fire says the incident shows how dangerous it is operating in gaza war on gaza : israeli strike kills sons and grandchildren of hamas leader ismail haniyeh היה טוב להתנתק לרגע מ - 7 באוקטובר : פרויקט מחנות הנוער של המפונים الجمهورية | al joumhouria news summary israel pummels gaza after us approves military aid - world day 175 of israeli assault on gaza : hospital invasions , airstrikes , executions israel says rafah assault looms , airstrikes end weeks of relative calm сводка событий в сирии и на ближнем востоке за 25 апреля 2024 г . day 196 update : 5 palestinian toddlers among 42 killed friday iran - israel tensions threatens to draw in us amid gaza war - as it happened - war on gaza - war on gaza in occupied palestine – 21 april 2024 in occupied palestine – 25 april 2024",30,-0.19887666666666665,1
Beit Hanina,2024-02-01,رشيدة طليب : زملائي يهمسون لي بكره نتنياهو ويوافقون على مده بالسلاح صحيفة المنار - المسارات المتوقعة لقضية فلسطين في 2024 .. تقرير : انقلاب استيطاني في القدس وتصعيد خطير لإرهاب المستوطنين بالضفة - شبكة فلسطين للأنباء تقرير : مساعٍ حثيثة إسرائيلية لشن حرب مسعورة وغير مسبوقة تمزق الضفة الغربية - شبكة فلسطين للأنباء ورقة علمية : أسرلة المناهج في القدس تحدٍ وجوديّ … أ . أنوار حمدالله قدح,5,0.0,0
Beit Hanina,2024-03-01,"first high court ruling to demolish house of terrorist who did not murder first high court ruling to demolish house of terrorist who did not murder a world accustomed to terrorism against israelis | the jewish press - jewishpress . com | moshe phillips | 21 adar ii 5784 – sunday , march 31 , 2024 news1 | נשיא המדינה יוקיר את גבורת שלושת החטופים שנהרגו מאש צה ל news1 | הלמ ס : התחלות הבנייה ב - 2023 ירדו ב - 9 % הותר לפרסום : עשרות פיגועים סוכלו באזור ירושלים מאז תחילת המלחמה news1 | לבני : ישראל היום היה בעיני עבירה על חוק מימון מפלגות לראשונה : בג ץ התיר להרוס בית מחבל – שלא הצליח לרצוח february 2024 in the city of jerusalem february 2024 in the city of jerusalem in occupied palestine – 06 march 2024",11,-0.10572727272727273,0
Beit Hanina,2024-04-01,الهدم العقابي الثالث بالقدس منذ مطلع العام .. الاحتلال يفجر منزل الشهيد المحتسب الاحتلال يهدم منزل شهيد في القدس المحتلة | فلسطين | وكالة عمون الاخبارية המשטרה הורסת בית מחבל שפגע בשוטר החלה הריסת ביתו של המחבל שפצע אנוש שוטר الحرب على غزة تدخل شهرها السابع واستئناف operation iron swords,6,0.0,0
Besiktas,2024-02-01,"beşiktaş taki terör saldırısı davasında yeni gelişme ece erkenin eşi ne zaman öldü ? ece erkenin eşi şafak mahmutyazıcılıoğlu hangi tarihte öldü ? beşiktaş sahilinde dehşet ! abi mi oldunuz dedi çocukların gözü önünde sıktı beşiktaş ta 6 şubat anmasında arbede çıktı : çok sayıda gözaltı var ! 7 yıl sonra yakalanmıştı : beşiktaş saldırısı davasında 15 yıl hapis istemi beşiktaş ta semih kılıçsoy parlamaya devam ediyor ! 50 - 60 milyon euro ... | 3 yıldız birden protesto edildi beşiktaş taki terör saldırısına ilişkin davada 7 yıl sonra yakalanan sanığa 15 yıla kadar hapis talebi 47 kişinin hayatını kaybettiği saldırıdan 7 yıl sonra yakalanmıştı ; i̇stenen ceza belli oldu sahilde oturan gençlere silahlı saldırı düzenleyenler tutuklandı mulekanın ilginç gol sevinci ! sebebi çok başka ... rahmi koç , ali koç ve hasan arat ın yediği gizli yemeğin perde arkasını şansal büyüka açıkladı fernando santoslu beşiktaş tan 51 yıl sonra bir ilk ! konyaspor maçı için eleştiri : i̇lk yarı çok kötü ! kabul edilemez 1973 ten sonra ilk kez : fernando santos iç sahada duvar ördü i̇stanbulda gençlere silahlı saldırı ! saldırganın sözleri şoke etti ! vincent aboubakar 72 gün sonra forma giydi , taraftar tepki gösterdi beşiktaş ta 3 ayrılık birden ! golcü transferinde kesenin ağzı açıldı sahildeki gençlere silahlı saldırı : abi mi oldunuz deyip kurşun yağdırdı derbide gülen taraf beşiktaş beşiktaş , semih kılıçsoyun dublesiyle kazandı fotospor yazdı beşiktaş transferi duyurdu ! ernest muci i̇stanbulda beşiktaş teknik direktörü fernando santos : sonuç adil oldu beşiktaş i̇stanbulspor karşısında çıkışını sürdürdü gülengül altınsay : golcünün hası beşiktaş - galatasaray derbisinde halil umut meler düdük çalacak ! canli anlatim : beşiktaş 0 - 0 konyaspor beşiktaş , son 3 deplasmanda gol atamadı ? sorusuna fernando santostan olay yanıt beşiktaş transfede avantajı kaptı ! - beşiktaş ( bjk ) haberleri beşiktaş trabzonspor maçında tartışmalı pozisyon dusan alimpijevice 1 maç men cezası verildi beşiktaş ta fernando santos , hücum hattını belirledi ! i̇şte kartal ın yeni dörtlüsü ... - beşiktaş ( bjk ) haberleri fernando santos açiklamasi besiktas kontra atak yapacak bir takim degil i̇stanbulspor - beşiktaş maç sonucu : 0 - 2 beşiktaş ın gözdesi wiliam carvalho tecavüz suçlamasıyla sorguya alındı beşiktaş derbiye moralli gidiyor : yeni transfer siftah yaptı beşiktaş , sahasında 3 puana 2 golle ulaştı kartal , kayseriden 1 puanla döndü beşiktaş chelseanin yıldızının transferinde avantajı kaptı ! çok yönlü ... - beşiktaş ( bjk ) haberleri beşiktaş ernest muci ile 3 , 5 yıllık anlaşmaya vardı beşiktaş , sahasında 3 puana 2 golle ulaştı beşiktaş , sahasında 3 puana 2 golle ulaştı kayserispor : 0 - beşiktaş : 0 | maç sonucu - futbol haberleri spor yazarları beşiktaş - trabzonspor maçını yorumladı : semih kılıçsoy böyle istedi beşiktaş derbisi öncesi galatasarayda muslera krizi ! anlaşma sağlanamamasının ardından ailesi i̇stanbuldan ayrıldı ... beşiktaş ta 3 ayrılık birden ! golcü transferinde kesenin ağzı açıldı galatasarayda beşiktaş derbisi öncesi muslera krizi beşiktaş tan dusan alimpijevic açıklaması : kendisi uyarılmıştır ! eleştiri sınırlarının aşılmasına izin vermeyeceğiz - basketbol haberleri beşiktaş ta sevgililer günü nde athena sahne alacak ! i̇stanbulspor galibiyeti sonrası beşiktaş ta ernest muci : yapmamız gerekeni yaptık - beşiktaş ( bjk ) haberleri kartal evinde güldü kayseride yeni beşiktaş , yeni heyecan maç sonucu : beþiktaþ 2 - 0 konyaspor trabzonsporda egemen korkmaz ve uğurcan çakır çok sinirlendi ! beşiktaş maçında arda kardeşlere penaltı tepkisi dev maçta kazanan beşiktaş beşiktaş ın başrol oyuncusu semih kılıçsoy ! 10 maçta 9 gol - beşiktaş ( bjk ) haberleri beşiktaş : 2 - trabzonspor : 0 | maç sonucu - trabzonspor haberleri kayserispor ile berabere kalan beşiktaş ta fernando santosa eleştiri ! ernest muci hazır gelmiş ama ... spor yazarlarýndan beþiktaþ deðerlendirmesi i̇stanbulspor - beşiktaş maçının ardından maç özetý ýzle : beþiktaþ 2 - 0 konyaspor i̇stanbulspor - beşi̇ktaş canli anlatim : maçı ne zaman , saat kaçta ve hangi kanalda ? beşiktaş ın muhtemel 11 i belli oldu ( 27 . hafta ) ernest muçi : beşiktaş a transfer olacağımı saatler öncesinde öğrendim beşiktaş ligdeki yenilmezlik serisini 4 maça yükseltti kara kartal , ziraat türkiye kupası nda yarı finale yükseldi : beşiktaş ın rakibi belli oldu beşiktaş ligdeki yenilmezlik serisini 4 maça yükseltti osman zeki korkmaz : fazla oyuncuyla hücum etmeye çaltýk beşiktaş - trabzonspor maç sonucu : 2 - 0 fernando santos tek tek anlattı : i̇şte beşiktaş ın hataları ve eksikleri beşiktaş , emirhan delibaş ın sözleşmesini karşılıklı anlaşmayla feshe fenerbahçe beko - beşiktaş emlakjet maç sonucu : 99 - 68 maç sonucu : beþiktaþ 2 - 0 trabzonspor beşiktaş ligdeki yenilmezlik serisini 4 maça yükseltti beşiktaş ta fernando santostan galatasaray derbisi sözleri ! beşiktaş 4 maçtır yenilmiyor - yeni̇ asya james rodriguez beşiktaş a geliyor haberi - borsagündem . com dolmabahçede kazanan beşiktaş beşiktaş ın serisi 6 maça çıktı beşiktaş ta fernando santostan maç yorumu : adil bir sonuç ! - beşiktaş ( bjk ) haberleri beşiktaş 2 - 0 tümosan konyaspor ( maç sonucu - özet ) | ziraat türkiye kupası beşiktaş ta daniel amartey 7 maç sonra ilk 11 de ernest muci ve al musrati doðru iki transfer - burak çolo تريزيجيه يقود طرابزون للفوز على جنتشلربيرليجي 2 - 1 والصعود لربع نهائي كأس تركيا beşiktaş , trabzonspor engeline takılmadı ! 3 puanın sahibi oldu osman zeki korkmaz : gençleri kullanmaya devam edeceðiz",83,0.0,0
